id_question,thème,question,choix,réponse_initiale,réponse_validée,statut,référence_document,référence_section_page,explication_courte,remarque_pédagogique
BANK-090,Au Procedure,"Dans quelle catégorie d‘espace aérien, un vol VFR est astreint à des contacts radio avec l’organe ATC responsable de cet espace ? Et pourquoi ?",Alerte (ALERFA) : | Détresse (DETRESSFA) :,"Espace aérien de catégorie D L’entrée d’un vol VFR sans contact radio avec l’organe ATC responsable de cet catégorie d’espace, peut causer un chevauchement entre sa trajectoire et celle des vols IFR au départ ou en arrivée des aérodromes de cet espace. 2ème Question (2 points) Un aéronef au départ de GMMN/ GOOY contraint de rester au F090 jusqu’à CSD puis F230, citez les différentes catégories d’espaces traversées par ce vol en montée vers le F230, route CSD-ADM-ECHED Rép : les différentes catégories d’espaces aérien traversées par ce vol en montée vers le F230, route CSD-ADM-ECHED, sont : D,G,E et A 3ème Question (2.5 points) Donnez les significations des phases suivantes : - phases d’Incer",,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-091,Au Procedure,"Quand est ce qu’un contrôleur à défaut d’une séparation horizontale, doit assurer une séparation verticale de 2000 pieds entres les aéronefs évoluant dans un espace aérien RVSM sous sa responsabilité ?",NOTAMR : | NOTAMC :,"A défaut d’une séparation horizontale dans un espace aérien RVSM sous sa responsabilité, un contrôleur doit assurer une séparation verticale de 2000 pieds entres les aéronefs selon ce qui suit : - Entre aéronefs homologués RVSM et les aéronefs ci-après : - Aéronefs d’Etat non homologués RVSM, - Tous les vols en formations d’aéronefs d’Etat, - Tous aéronef subissant une panne de communication en vol, - Tout aéronef ayant une défaillance des équipements RVSM embarqués, - Entre tous les aéronef traversant une zone de turbulence sévère. 5ème Question (1.5 point) Que signifie les abréviations suivantes : - NOTAMN - NOTAMR - NOTAMC Rép : NOTAMN : Concerne la publication d’information nouvelles dev",,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-092,Au Procedure,Action à entreprendre par un contrôleur de service à l’égard d’un NOTAM reçu devant entrer en vigueur immédiatement dans l’espace sous sa juridiction ?,,Dés réception d’un tel NOTAM le contrôleur de service doit porter l’information en claire à la connaissance des pilotes des aéronefs intéressés se trouvant dans le secteur sous sa juridiction. Les informations sont transmises sur la voie air-sol normalement utilisée. 7ème Question (2 points),,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-093,Au Procedure,Citez les délais de transfert entre le CCR de Casablanca et celui de Séville selon la lettre d’agrément en vigueur ?,,Les délais de transfert entre le CCR de Casablanca et celui de Séville selon la lettre d’agrément en vigueur sont : Téléphone : 12 minutes avant le passage du point de transfert RSFTA : 15 minutes avant le passage du point de transfert Auto-transfert : 5 minutes avant le passage du point de transfert 8ème Questions (1.5 points),,À confirmer,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-094,Au Procedure,Quelles sont les conditions météorologiques de vol requises pour qu’un vol VFR soit entrepris ?,,Plafond : 450m. Visibilité : 5km. 9ème Question (2 points),,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-095,Au Procedure,Quelles sont les délais de déclenchement des phases d’urgence pour un vol IFR évoluant dans une voie aérienne ou une région terminale ?,,Les délais de déclenchement des phases d’urgence pour un vol IFR évoluant dans une voie aérienne ou une région terminale sont : | | Manque de liaison en route | | --- | --- | | Phases d’urgences | INCERFA | ALERFA | DETRESFA | | Avions à Réaction et Turbopropulseur | h +10 | h+20 | h+30 | | Avions à Hélice | h+15 | h+30 | h+45 | h : Heure ou un compte rendu de position aurait dû être reçu. 10ème Question (3 points) Peut-on donner pour instruction à un autre aéronef de changer son indicatif d’appel ;,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-096,Au Procedure,"Si oui, quand est ce ? et quelle est la procédure qu’un organe ATC doit suivre? - Si non pourquoi ?",,"Un organe ATS peut donner pour instruction à un autre aéronef de changer son indicatif d’appel pour des raisons de sécurité lorsqu’il est probable qu’il ait confusion entre deux ou plusieurs indicatifs similaires. Lorsqu’un organe ATC change l’indicatif d’appel d’un aéronef, cet organe veillera à ce que l’avion reprenne l’indicatif d’appel indiqué dans la plan de vol, lorsqu’il sera transféré à un autre organe ATC, sauf si le changement d’indicatif à fait l’objet d’une coordination entre les deux organes ATC. L’organe ATC indiquera à l’aéronef le moment où il devra reprendre l’indicatif d’appel indiqué dans le plan de vol. QUALIFICATION DE CONTROLEUR AUX PROCEDURES (Questions/Réponses)",,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-097,Au Procedure,Quels sont les renseignements que doit demander le contrôleur à un pilote d’aéronef contraint de dévier de sa route FPL pour contourner des formations nuageuses significatives ?,,le contrôleur à l’œuvre demandera au pilote les renseignements relatifs à la déviation dont notamment : - De quel côté de la route se fera cette déviation (à gauche ou à droite) - A quelle distance de l’axe nominal de la route et pour combien de temps. - Le contrôleur doit déterminer si l’aéronef en question restera toujours dans sa zone de responsabilité (secteur) sinon doit faire sans délai la coordination nécessaire avec le secteur ou l’ACC limitrophe. - Demander si possible au pilote de l’aéronef en question les renseignements sur le genre et l’étendue approximative de la formation nuageuse sur le plan vertical et horizontal et en informer les aéronefs empruntant la même route et le cent,,Doublon à fusionner,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Doublon probable de BANK-062. À fusionner ou conserver selon qualification ciblée.
BANK-098,Au Procedure,Quelles sont les précautions que doit prendre l’organe ATC avant de procéder à une telle suspension ?,,"la suspension de l’espace aérien RVSM est envisageable en cas de fortes turbulences météorologiques ou de sillage. Avant de procéder à une telle suspension : l’ATC doit confirmer auprès des aéronefs évoluant dans l’espace aérien RVSM, la présence de la turbulence significative et la difficulté d’observer le maintien de la précision requise sur le plan vertical. L’ATC doit coordonner avec les secteurs ou les ACC limitrophes ainsi que tout ajustement requis de la capacité des secteurs.",,Doublon à fusionner,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Doublon probable de BANK-063. À fusionner ou conserver selon qualification ciblée.
BANK-099,Au Procedure,quelle est la teneur d’un compte rendu de position émis par un pilote ?,,"identification de l’aéronef - position - heure - FL ou altitude, y compris le niveau de passage et le niveau autorisé si l’aéronef ne maintient pas le niveau autorisé. - Prochaine position et heure de passage - Point significatif suivant",,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
BANK-100,Au Procedure,Quand est ce qu’un message de retard (DLA) est émis ?,,Un message DLA sera émis lorsque le départ d’un aéronef pour lequel des donnée de base de plan de vol (FPL ou RPL) on été transmises est différé ou retardé de plus de 30 minutes par rapport à l’ETD du poste de stationnement comprise dans les données de base de plan de vol,,Référence manquante,Référence non indiquée,Import PDF brut - page à confirmer,Import progressif : cette question n'est pas encore validée avec les références fournies.,Question importée depuis la banque complète. Validation documentaire à poursuivre progressivement.
